Sample Number,Group,2-Oxoisocaproate,3-Hydroxybutyrate,3-Methyl-2-oxovalerate,Acetate,Acetone,Alanine,Allantoin,Arginine,Asparagine,Aspartate,Betaine,Carnitine,Choline,Creatine,Creatine phosphate,Creatinine,Cysteine,Dimethyl sulfone,Dimethylamine,Formate,Fructose,Glucose,Glutamate,Glutamine,Glycerol,Glycine,Hippurate,Histidine,Inosine,Isoleucine,Lactate,Leucine,Lysine,Malonate,Methionine,O-Acetylcarnitine,Phenylalanine,Proline,Propionate,Pyruvate,Sarcosine,Serine,Succinate,Threonine,Thymine,Trimethylamine N-oxide,Tryptophan,Tyrosine,Urea,Valine
BHS1672,Early_SM,-0.673269623,-0.722833601,-0.280486627,-0.138564058,-0.556286536,-0.09286661,-0.486601584,-0.969943677,-1.529047846,-0.894805243,0.301837592,0.531399149,0.292084496,0.183521947,1.25713683,-0.487871012,0.205878978,-0.035530031,1.522699327,-0.010403347,-2.175950641,-1.364994722,-0.739794288,-1.344277762,-1.734444506,1.335486745,-0.527437632,-0.903330054,-0.926740996,1.495188273,-1.201220697,0.231931418,0.988170976,-1.151362927,1.50700112,-0.73735346,0.809939832,-0.530328388,0.667257714,-0.555626972,0.052590229,-0.676597687,1.261777621,0.904568381,-0.340936221,0.014435913,0.411788819,0.222600812,-1.141481978,1.286846156
BHS1673,Early_SM,-1.195658768,0.875914766,-1.192459089,1.289967196,0.615102172,-0.826876247,0.735100828,-0.639484644,0.386321082,-1.046742846,1.805896627,0.115926136,-0.075327503,-0.14294198,0.108504581,-0.01460435,-0.135338742,0.92865238,0.555179601,-0.303471582,-0.693772841,0.549268682,-0.516352668,-0.795924437,-0.652951447,0.108954562,0.730441594,-0.808220715,0.586046311,0.609977475,1.150127169,0.721605772,0.496890596,-0.647365858,0.905508235,0.799364415,0.414921926,0.654892164,1.681676548,0.491812032,-0.774027021,-0.784233187,2.902721915,0.65698947,-1.182079174,1.343672132,-0.070778268,0.284276869,-0.18061016,0.302862213
BHS1674,Early_SM,0.260026082,1.023179326,0.291525825,0.517399618,-0.803911175,-0.060498312,0.431594811,-0.538299411,-2.298534428,-0.253368152,1.175153385,0.314746787,0.616164847,-0.570377882,1.392758099,-1.009145341,-0.468365192,-0.377857352,0.476777827,-0.100064793,-1.284581317,0.405706065,-0.209911011,-1.095141265,-0.865006611,1.718081354,-0.320253564,-0.943575923,-0.320924591,0.407745885,-0.533346667,0.058891857,0.105914216,-0.986221217,0.677191619,0.266024553,-0.087894284,-0.441049651,0.399651683,-0.1179928,-1.606543521,-0.868969415,3.51E-05,0.694286871,-1.123749634,-0.158995939,0.105821439,-0.060983518,-1.989927802,1.072413435
BHS1675,Early_SM,1.249767179,0.295826617,1.440523598,-0.090366497,-0.167753815,0.886260092,1.279282321,-1.013013029,-1.892548481,-0.865545813,0.794790862,1.040044857,0.992248466,1.934357628,-0.797976962,-0.265001824,-1.713265431,0.397803428,0.492637906,0.066096841,-0.368274243,1.55361988,-1.222929208,-0.842510499,1.359476039,1.246459608,-0.511940349,-0.622120106,-0.108893415,1.856885643,0.500936784,0.462713631,1.457598754,-0.750028846,1.395957767,0.384004886,1.208276265,-0.746430027,1.659754834,1.573510513,0.076031188,-0.479096647,0.15480019,-1.048524237,-0.340936221,0.369758572,1.195188422,1.64910684,-0.444193051,1.292767232
BHS1676,Early_SM,-1.438666365,-0.309482312,-1.387196783,-0.254651992,0.146327912,-0.117693365,0.702391009,-1.35109306,-1.764395827,-0.368589293,0.60075651,0.381080206,-0.222109118,0.932163744,1.244277773,-0.718893598,0.698190216,0.01711111,1.296092657,0.210945191,-1.318593414,0.571293186,-0.926525336,-1.066872311,-1.235228203,1.111032094,-0.320253564,-0.517074379,-0.363957833,1.989481197,-0.561036542,0.60432889,1.929444542,-0.114613633,1.640813052,-0.595892564,1.197782361,-1.419231401,1.227754767,-0.398594096,0.076031188,-0.647876545,1.255544199,1.581691588,-0.580915042,0.729178558,0.436210673,0.826182861,-0.24144446,1.929253783
BHS1677,Early_SM,1.304911638,0.478006557,1.136110697,0.126109677,-0.710563916,-0.199388565,-0.067628639,-1.057502503,0.245203371,-1.571022762,0.102411506,-0.312573632,-0.605722358,0.054136184,1.485263317,-1.041897849,0.236283493,0.215201281,0.862054489,0.362410896,-1.386912882,-0.051206731,-0.795091679,-1.059951102,-0.094842463,-0.764421991,0.737260374,-1.192678528,-0.022359978,0.952412562,-1.553467701,0.682918696,1.145939567,-1.375346232,1.782433452,-1.129159685,1.342003015,-0.458752455,0.606649305,-0.132759553,0.270189842,-0.7681221,-0.829445756,1.352077218,-0.162424438,1.02678978,0.626146384,0.241206153,0.20327539,1.722605791
BHS1544,Severe_SM,-0.535646677,-1.874855468,-0.482959319,-1.087406693,-0.353336004,-1.058916695,-0.237656117,-0.736935302,-0.706595291,0.982683132,0.105861943,0.719869145,0.276406375,1.012332471,-0.302837127,-0.240595152,0.996261213,-3.826497935,0.820255465,-1.376811704,-1.349931021,-0.047218666,-1.092651308,-0.974804591,-0.679781714,-0.489133578,-1.605794415,-0.343356076,-0.24729638,-0.17886316,-1.351665576,-0.030710424,0.468114872,-0.46516567,0.604459936,0.88406034,1.725012234,-0.646242933,-0.57666641,-0.304388113,-0.360324353,-0.421138018,-1.12550029,-0.761423878,0.261099666,-0.255624619,0.672186777,-0.366792067,1.290308083,0.208903654
BHS1542,Severe_SM,-0.943590995,1.448765397,-0.846552061,0.3013994,0.236757212,-0.59630716,0.077745005,0.013952922,0.915902685,0.668086907,-0.161317208,0.042807859,1.365714379,0.540071258,0.348518571,0.274587372,-0.076639759,-2.031183265,0.363121478,0.184562852,-0.967692184,-1.251914175,-0.364868457,-0.718986498,-0.343731506,1.078142373,0.905615359,-0.33097377,-0.560833148,-0.833810072,-0.498541117,-1.544443052,-1.683910554,-0.577864787,0.380053732,-0.02629831,-0.483235557,-0.347888912,0.043560432,-1.194310998,0.32906085,-0.113833402,0.284773886,0.012282717,0.692553115,0.984260819,0.660728735,-1.338642687,-0.437967697,-0.975899402
BHS1543,Severe_SM,-0.258815925,-0.829697866,-0.083976429,-0.030755292,-0.432253398,-0.613743712,0.225690451,-0.203746187,0.47548022,0.816247203,-1.29100962,2.029815132,1.168310825,1.316274998,-1.816719932,-8.032304626,0.112089623,-4.137924277,1.544366495,-1.058889755,-1.084380144,-0.87677788,-1.056701484,-0.571817624,-0.729173489,0.377601122,1.051219901,1.285901171,-0.664397461,-0.436906997,-0.406191777,-0.397305006,-0.62221243,0.183410996,-0.280633825,2.07957596,0.925049222,-1.301664571,0.544187143,-0.690845814,-0.496277423,-0.432461685,0.467174503,-0.588930433,0.314356329,1.491197466,1.011301979,-1.509233508,-1.308429523,-0.204170408
BHS1237,Severe_SM,-0.927719609,0.723513462,-1.296623146,0.571725151,0.067980443,-0.357720005,-0.125967019,-0.122175377,0.552665292,-0.059038748,0.22446774,1.054751249,0.657541608,-0.763521055,0.144844596,1.190156833,0.510568069,-0.482922867,0.970510541,-1.17667476,0.547709915,-1.338197442,1.235384785,1.10383642,-1.710823814,0.434384222,-0.927218569,1.112643921,-1.551552928,-0.076480938,-0.516999004,-0.364128469,0.677082402,0.987049537,-1.274661602,-0.960008196,-0.516806549,0.281330331,-0.511824344,-2.936486969,1.483706617,-0.1474234,1.070521017,-1.947716605,-1.242321495,-0.074871822,0.544212126,-0.302261454,-1.095182529,-0.045499762
BHS1238,Severe_SM,0.784555369,1.107480015,0.621767531,0.421607499,1.021046731,1.591800955,1.161528083,2.308116209,0.828859778,0.443864187,-0.746295025,0.333862579,2.238089759,1.313686837,1.096313603,1.319775204,0.640190891,0.315676596,1.272370819,-0.130855477,-1.219976663,0.304070077,-1.453751839,1.258118269,-0.336825826,2.40572261,-0.036045448,1.354906482,0.382632911,2.782635824,-0.129672354,1.253896356,1.14025139,1.510551195,1.175667361,-1.148818109,1.134172988,2.181428498,0.827975144,-0.382724868,1.357479757,1.795139277,0.621939586,1.179490548,2.315174357,-1.087640028,1.827792615,0.504363299,0.021642333,1.498964313
BHS1239,Severe_SM,0.537050508,-1.991644585,0.412599292,-1.307933134,-0.372797921,-1.010725467,0.459728626,0.36325869,0.283754138,0.196348932,-0.847549714,0.084826836,0.292084496,-0.419949072,0.132813756,0.81188053,1.488362062,-1.106127293,0.084228186,-1.947238814,0.739116386,-0.967806445,0.310256041,0.771504784,0.73449802,1.017460661,-0.760835536,0.688413805,0.709675934,-0.405860314,-0.09234577,-0.807691218,-0.579913851,0.486115643,-0.504065967,-1.816863598,0.116010758,-0.836122123,0.691006278,-0.572260408,0.165854052,0.547858643,-0.201402122,-1.629055083,-0.162424438,-1.539562725,-0.559693874,-0.461927368,-0.736246703,-0.781075439
BHS1240,Severe_SM,-1.498544756,0.220486253,-1.142100696,0.691206968,-2.060408406,0.050154686,0.741248429,1.253111422,1.304796427,1.200198074,-1.309280123,0.15685367,1.040310872,-1.022542951,-0.302837127,1.733775832,1.488362062,-0.549756269,1.411727995,-1.108533405,0.963320399,-0.547879421,1.428374609,0.999845183,-0.079440282,0.586113771,0.377992844,0.923434208,-0.063921707,-0.99198986,1.306208851,-0.536860604,-1.147861569,1.151375686,0.659244513,-0.311805722,-0.043224628,-0.107409628,1.144381824,-0.093512311,0.752558236,0.407049539,1.756675033,0.172635906,1.833151858,-3.245331473,-3.184667746,0.386940517,-1.833374779,-0.266053913
BHS1241,Severe_SM,-1.304670091,0.04973647,-1.076632967,0.098986997,0.019577191,-1.53622285,-1.596798545,0.301361475,-0.293876027,-1.571022762,-0.711009608,-0.499379266,-0.075327503,-0.477251042,-0.991755696,0.956615782,-0.400330458,-1.482859045,-1.260939203,-1.320240189,0.047091227,-1.202356353,-0.544961188,0.902804992,-1.816210484,-0.465602985,-0.073289285,0.892533619,-0.642773643,-0.551119642,-0.794443591,-1.544443052,-1.944239804,0.843876697,-2.549574737,-1.129159685,-0.148323037,-0.829650881,-1.612645736,-1.267401401,0.922415664,0.445346482,0.780056176,-2.222287603,-0.095608849,-0.368645375,-0.787698423,-0.52917519,-0.071508031,-1.231643858
BHS1242,Severe_SM,-0.355711153,-0.433879437,-1.158764149,0.098607032,0.420644759,0.81049831,0.364550174,1.312975976,0.586095811,1.17561421,-1.517032585,-0.126346458,1.971215269,1.352267079,1.171837428,1.226146231,1.488362062,-0.318235032,0.720182033,-2.399554008,0.286558333,-2.282982614,0.503206093,1.133798734,-0.25979179,0.073350414,-0.053343614,1.53314215,-0.101250648,0.655308519,0.693429615,0.795110307,0.402272536,1.230472543,0.285239373,-0.550767744,-0.194314875,0.119898521,-0.196994163,-0.731237917,0.910095765,2.065031898,0.15480019,-0.117999782,1.334982885,-0.815159143,-0.255963692,1.053765937,0.585212324,-0.431247402
BHS1243,Severe_SM,-1.94277665,-1.714676817,-2.172956819,-0.249918468,-0.097748093,-0.354429563,-0.710765043,-0.017068946,-1.016265453,-0.100875149,-1.332916317,-0.930890985,0.276406375,-1.808445343,-0.381718649,1.178049968,0.014171315,-1.482859045,-0.226152993,-2.530374521,0.682569943,-0.700510865,0.340214054,1.175383111,-0.731179424,-0.531141417,0.170053383,1.039686841,-0.10582902,-0.778092977,0.7968534,-0.29143491,0.146739352,0.579643894,-0.337920286,-1.090383084,-0.043224628,-0.868630522,-0.689532335,-0.940120567,-0.237037293,1.132123665,2.264581533,0.285811749,0.932531935,-0.953308374,-0.404802781,-0.374028424,-1.436877421,-1.228399085
BHS1244,Severe_SM,-0.098397218,-0.374276005,-0.373543666,0.728786219,0.474227461,0.356192764,0.218362598,0.790344585,0.340308347,1.17561421,-0.363096844,0.765040464,2.672127357,0.633391012,0.957777993,1.50473439,1.488362062,0.242079751,1.010104262,-1.515295796,1.102871299,-0.096552918,1.225141196,1.013423021,-0.175953457,-0.969915651,1.206502826,1.039686841,0.1850315,0.119348954,0.573144369,1.401293281,1.719669782,0.730414966,0.881336578,-1.249950585,-1.283929619,1.821925362,0.45340093,0.017049016,0.187389155,2.065031898,1.652488589,0.689000996,1.334982885,-0.861249881,-0.255963692,0.121846493,-0.663395427,-0.431247402
BHS1245,Severe_SM,-0.943590995,-0.282673833,-0.89075693,0.67035455,-2.481724854,-1.010725467,-0.73241251,-0.754887564,0.283754138,1.200198074,-0.647975673,-0.748695138,0.13113202,-0.979156963,-0.302837127,0.097605658,1.488362062,-0.701663568,0.555179601,-1.998558376,0.681495873,-0.79536572,0.778567846,0.89407678,-0.594967335,0.340210736,-0.113759017,0.735152453,-0.033647139,-1.928812358,0.319949935,-1.162577797,-4.983736678,0.96162113,-0.86337479,-0.365649793,-0.619425888,-0.405868922,1.236811782,-0.819313026,0.524963257,0.547858643,1.657372215,-0.739707184,1.319861597,-0.57114583,-0.28526996,-0.3885415,-2.923320933,-1.042539015
BHS1246,Severe_SM,-2.068490995,0.451624914,-1.903090603,0.382640619,-0.185613908,-0.457627097,-1.200951328,0.301361475,0.377197359,-0.122071854,-0.100302346,1.408710692,0.147657612,0.369109944,-0.044788548,1.19216923,-0.611014206,-0.770625634,0.244567679,-0.632899793,0.141668136,-0.389545693,0.432668935,1.245770999,-1.336378299,0.259825341,-0.3429216,0.914685878,-0.451873757,-0.338553859,-0.193715738,-0.791208122,-0.786750705,0.807236711,-1.729883317,-0.565702544,-0.567753166,-0.370983832,-1.099372833,-1.065024051,0.508304174,-0.057659087,1.719557889,-1.08668435,0.627319297,-0.213626326,-0.450612505,0.070477157,-0.680449911,-0.711305148
BHS1247,Severe_SM,-2.313469894,0.416685558,-2.539204504,0.812855053,0.019577191,-1.010725467,-1.247181678,-1.341754672,0.283754138,0.158795185,-1.610118466,0.690733638,-0.203327456,0.927726041,-0.604901713,1.236056409,1.488362062,-0.999283765,-0.79436013,-1.41542267,0.594548976,-0.416179626,0.310256041,0.771504784,-0.741020542,-0.851645595,-0.558780113,0.735152453,-0.355989096,-1.639767222,-0.047036456,-2.354268758,-1.762705692,0.608220132,0.764686605,0.868911419,-0.984119123,-1.180293723,0.372237131,-0.70810252,-0.097499973,0.547858643,1.427253482,-0.885265543,-0.162424438,-1.258955765,-0.889752636,-0.52917519,-0.502613791,-1.488366655
BHS1248,Severe_SM,-0.804504081,0.685094644,-1.462325305,-0.01517319,-0.13246866,0.195793207,-1.516273204,1.964809034,1.213997383,2.695107136,-0.490190006,-0.258913607,2.488398861,-0.045829306,2.550089257,1.133174599,2.182140045,-1.020041788,1.112984136,-2.189156412,0.400017399,-0.600673547,2.421118835,1.135319848,-0.342135388,1.255461071,-1.889499084,0.919067967,-0.183868047,0.66430158,1.344051728,1.310731312,0.154833753,0.849020729,0.897482025,-1.129159685,-1.263152248,1.294818072,1.24582881,0.650695354,0.309726498,1.893501022,2.220370516,1.296184207,1.379614056,-1.324955143,-0.623457641,-0.101300708,-0.649248539,0.14399647
BHS1249,Severe_SM,-1.07461997,-0.900388632,-0.445903827,0.229867555,0.627466816,-0.4458505,-0.118904962,0.663840588,1.304796427,1.187937822,-0.234869952,-0.115114499,0.602233157,0.117595037,0.359176513,1.070718766,1.488362062,-0.298885144,-0.066588522,-0.769912368,1.236704892,-0.432715093,0.633924401,1.252848765,-2.453229152,1.282332501,-0.323073703,1.16013699,-0.717789751,-0.070883755,0.004177469,0.321673069,0.402272536,1.362898225,-0.88212671,-1.789942655,-0.163588918,0.412819485,1.200340215,-1.481544699,0.820490029,2.086769005,1.652488589,-0.082680339,0.149718523,-1.011482552,-0.112721401,-0.288065027,-0.450361124,-0.431247402
BHS1250,Severe_SM,-0.032895732,-0.846627131,0.191694743,0.068687813,0.639761405,-0.354429563,0.089814801,0.54738469,-1.016265453,-0.122071854,0.367918555,-0.856561903,0.829981334,1.206861834,2.50309952,1.245929344,0.014171315,-0.398279784,-0.719648316,-2.132846835,1.071582476,-0.539198822,1.571650868,1.2663947,0.529947394,-0.369458764,0.505346544,1.039686841,0.701778056,-0.926374665,-0.457861744,-0.506244224,0.504038764,0.783076836,-0.337920286,-2.234921905,0.172223376,0.196351902,-0.17883979,-1.220721863,0.099064457,1.132123665,0.11746971,0.127615014,1.613884869,-0.56567789,-0.404802781,0.296496012,0.000576405,-1.408485675
BHS1251,Severe_SM,-1.560006017,-0.736889678,-0.951055533,-0.77906289,-0.733526978,-2.959989431,-2.170199481,0.099762235,-1.016265453,-0.122071854,-2.434853534,-1.397704013,0.228828772,-1.637493038,1.117231826,-1.372608541,-0.567250912,-2.434554885,-3.418611977,-2.024713764,-0.383756676,-2.076604746,0.461134979,0.542243886,-0.339832535,-1.737878426,-1.003891569,0.268356748,-0.111967601,-1.431954053,-1.875702622,-1.693045992,0.504038764,-0.075128163,-1.391497864,-1.986015086,-2.098181083,-1.532558763,-0.17883979,-1.362573111,-0.730600848,1.132123665,-0.503595811,-0.444047169,-1.304606314,-1.52187997,-1.77887039,-2.930868036,-2.099129316,-2.189028148
BHS1252,Severe_SM,-0.911955827,-1.148116755,-1.060554202,0.045285595,-1.166416729,-0.687762217,-0.820632974,1.0302844,0.865558957,0.196348932,-1.975113022,-0.385784357,0.967898725,-0.419949072,0.132813756,0.038981365,1.488362062,-0.468473778,-0.845319293,-1.800643791,0.109461804,-1.27153477,-0.017836747,0.868727308,-1.004541716,-0.172806847,-0.451071839,-0.09657615,-0.102774352,-0.405860314,-0.531729514,-0.807691218,-0.579913851,0.698834375,0.241678943,-1.071258379,-0.31989076,-0.446942202,0.606649305,-0.983356771,0.229436484,1.103540624,1.541156226,-1.629055083,0.287920963,-0.604393152,-0.559693874,-0.461927368,-1.402120011,-0.781075439
BHS1253,Severe_SM,0.859085757,0.220486253,0.352862193,0.871778944,-0.780195211,0.363153212,0.952777904,1.512220298,1.304796427,1.187937822,-0.773002094,0.261484618,2.314102958,1.724426284,0.540822208,1.38226255,1.488362062,0.389793651,-0.066588522,-0.326120023,0.889258488,0.389650026,1.471961222,1.281430746,0.742367464,0.650388842,1.240246279,1.229739218,0.815111178,1.033823935,1.047719054,0.937942102,0.047744884,1.362898225,0.905508235,-0.492062151,1.112719427,0.722175667,0.935492258,-0.157503097,0.651190117,1.775711007,0.487346245,0.37134304,1.493587101,-1.14343182,0.818087815,0.761741015,-0.616497632,-0.266053913
BHS1254,Severe_SM,0.082598162,-0.266280712,0.237612405,0.114864468,-0.556286536,0.00048713,0.696161503,1.835154303,0.667455793,-0.275971295,-2.376996606,0.549075119,-0.16614442,1.076304395,-0.818492127,0.790872275,0.014171315,-0.454164973,-0.845319293,-1.320240189,-0.906863516,-0.677246731,1.601054088,0.931691967,0.516651627,0.753761528,0.118111279,1.246530369,-2.858365696,0.704474237,-0.925599848,-0.054293629,1.289933337,0.73606855,-0.701771421,0.678111346,-0.256559172,0.896442649,-2.299840987,-1.194310998,0.666155018,0.985630968,-0.8070481,-2.211001121,0.73479006,-1.397321011,0.626146384,-1.00126811,-1.199749729,0.169277723
BHS1545,Severe_SM,0.00976875,0.979523771,-0.136893669,0.736706979,-0.926542059,1.174278968,1.886334683,-0.401782474,1.189119083,0.510107716,-0.25590728,0.777232563,1.489863383,0.502566147,-0.797976962,1.212208878,-0.25759821,-2.254914248,-2.133497259,-0.784137089,-0.567797656,0.484922951,-0.260451489,-0.831932722,-0.302713374,0.42168513,2.608219312,-0.086473461,-0.071272541,0.103460008,0.463903655,-0.167509508,-1.199711931,-0.472873463,0.317324275,1.705397839,0.058912866,0.544917488,1.351037658,-1.626614617,-0.179446497,-0.065491618,0.853692163,0.951542289,0.031146662,1.082793118,0.660728735,-1.069911869,-0.695576588,0.300848602
BHS1546,Severe_SM,-0.165797561,-0.104603554,0.404160186,0.332556177,-0.150039519,0.191451891,0.593728314,-0.024060629,1.60304528,1.009327137,0.702055028,0.005508558,1.312285462,0.854258312,0.046233559,0.969784657,0.930934948,-1.698169655,-0.125346258,-0.41933251,-1.198437994,-1.475691382,0.274821988,-0.669900183,-1.605994509,1.987851601,0.792684911,0.019410353,-1.086504983,1.152347374,-0.517508911,0.327783867,1.088533442,-0.161392552,1.210573431,0.225187235,0.703121071,-0.091140627,0.344449579,-1.355692997,0.605253271,-0.057659087,0.612687115,1.363449123,0.627319297,0.491532366,1.094126896,-0.330810124,-2.434768239,1.102368647
BHS1547,Severe_SM,-1.918429317,0.34400337,-0.981810553,0.4861028,-0.951922339,-2.238729745,-0.847623898,-0.667423361,-0.617436153,-0.392316988,-1.193508469,0.371701142,-0.16614442,-0.225712051,-0.623290915,0.14597867,-0.360486485,-1.602018483,-0.670944105,-1.010432919,-1.371691832,-1.694030517,-0.391704016,-1.154700464,-1.699728172,-0.599754609,0.129513009,-0.447270877,-0.501344528,-0.393521762,-1.35440055,-0.920884132,-0.00309028,-0.449897213,-0.701771421,0.019644053,0.030023141,-0.803866318,-0.073177255,-2.508408465,-0.297246735,-0.314496476,0.284773886,0.138094613,-0.457010155,-3.113264442,0.387209404,-0.238780167,-1.885995723,-0.44646403
BHS1548,Severe_SM,-0.562527312,0.884670411,0.08731495,0.49887268,0.083877871,-0.594567401,0.426716816,-0.084999697,0.518704108,1.388245311,-0.852120847,1.601748186,0.725149501,0.38524068,0.16866431,0.448417329,-0.20788525,-1.541234806,-0.484315573,-0.372190515,-0.770449865,0.162852335,-0.371549053,-0.766241749,-0.253555656,1.157507179,1.26685543,-0.368508325,-0.009818201,-1.073971802,-0.264255528,-1.222050515,-0.098743476,0.147088288,-0.170564988,1.684830616,0.879443071,-0.542378617,-0.039137242,-1.0145534,0.385425937,0.271252835,0.130008802,0.895039966,0.031146662,0.377379252,0.740220658,-0.484214849,-0.426988838,-0.803725992
BHS1549,Severe_SM,-1.304670091,-0.219585847,-0.96638144,0.153146856,-1.223525003,-1.14309517,0.495236869,-0.351714978,0.828859778,1.022538327,-0.296435435,0.207173351,-0.075327503,0.879960028,0.132813756,0.091495923,0.236283493,-1.399414387,-0.309544711,-0.856797715,-1.886949868,-0.336529489,-1.101724198,-0.837204979,-1.081197945,0.286329449,0.081203432,-0.546166492,-0.243758805,0.055335928,-0.612667473,-0.223654565,0.511168812,0.025918764,0.009125598,1.919335952,-0.133121165,-0.388389733,0.737690677,-1.517280187,-0.179446497,-0.227442563,0.939380376,0.38678911,0.178203221,-0.282317151,-0.329656437,-2.104586878,-1.199628843,-0.215978816
BHS1554,Severe_SM,-1.286142909,-0.648833325,-1.060554202,0.030284895,-2.01827137,-0.5033568,-0.238880441,-0.633965652,-0.847713002,-0.392316988,-1.155779713,0.640059465,-0.831381774,0.610343087,0.058863805,0.621473876,1.207634294,-1.307681967,0.943794641,-0.856797715,-0.873371586,-0.289259542,-0.254074964,-1.154700464,-0.881010473,-0.859679773,0.749140139,-0.474709882,-0.019558755,0.253984911,0.793251602,-0.331242252,-0.426728861,-1.327075642,0.632031655,1.126247709,0.936361685,-1.166245313,0.531462158,0.224216008,0.121703977,-0.387923399,0.869611941,-0.198790786,0.416450715,-0.819486229,-0.070778268,-1.928104257,-1.186741501,-0.469425051
BHS1555,Severe_SM,-1.644566209,-0.252001253,-1.387196783,-7.462456376,-1.601869963,0.57879634,-1.053515396,-0.299134619,-0.559996201,0.358385011,-0.728606431,0.686546178,0.384322277,0.633391012,0.390771568,0.038981365,0.014171315,-0.454164973,0.690908181,-1.435007503,0.344507238,0.2943111,-0.763336133,-0.771116674,-0.299080354,0.615714307,0.375971858,-0.546166492,0.224898996,-0.065295908,0.621477551,-0.26274668,0.250192122,-1.137819758,0.057751628,1.126247709,0.642388642,-0.239909212,-0.271269749,-0.403899064,-0.569873001,-0.421138018,1.191857435,0.155439703,-1.242321495,-1.397321011,-0.97693713,-0.942179215,-0.816402917,-0.249275288
BHS1786,Severe_SM,-0.975662524,-1.49358048,-1.481498762,0.755961062,1.111685904,0.205905868,0.495236869,-0.617542831,0.814002012,-0.924428155,0.67737687,1.379531139,0.080951247,0.24797308,1.433823714,-0.364961137,-1.440528916,0.006732227,1.074853511,-0.089904298,-0.670823374,-0.090047416,0.105766163,-0.311773307,-1.512571293,0.844222809,0.026983686,-0.92328529,0.155175042,-0.629483755,-0.032846915,0.442040118,0.622858025,0.704638539,0.440955855,1.008621564,-0.742938993,-0.752772735,0.643229749,-0.04985321,-0.237037293,-0.721303468,2.057310118,0.063559438,-0.063090722,-0.613765271,-0.872552624,-1.044028814,-1.265885809,-0.789550682
BHS1787,Severe_SM,-1.143011635,0.07201755,-1.682611527,1.116471001,0.849924478,0.481136119,1.083705185,-0.639484644,0.586095811,-0.230977249,-0.043968244,-0.120724759,-0.649397922,-0.56788819,-2.518219001,1.043186547,-0.811282998,-0.482922867,1.500860196,0.16678191,0.37789147,0.332696485,-0.724228019,-0.776020024,-1.41099011,0.213721477,1.817177095,-1.192678528,0.588279703,-0.709725031,1.278791893,0.30328083,-0.961515133,-0.928308616,0.79868451,1.139665312,-0.92702123,-0.217530176,1.39332392,0.188227444,-0.207928877,-0.528035485,3.651413688,0.095843232,-1.242321495,0.479184595,-2.853172139,-1.49955813,-0.700130754,-0.708545627
BHS1788,Severe_SM,-1.967381631,-1.108609157,-2.046338161,0.668759646,0.926455957,-1.03764574,0.500954752,-0.579982781,0.377197359,-0.670205121,-0.382955098,1.155556699,0.545790095,-1.249856806,1.895827825,-0.461314403,0.12270808,0.527703622,0.792032489,0.37050278,0.182549713,-0.223443673,0.111234892,-0.648501518,-2.114265919,1.289019439,0.007791123,-0.159034782,-0.180555757,-1.308326995,-1.014769,-1.539422156,-0.197764348,0.629984422,0.677191619,-0.182908126,-0.58489571,-1.03510436,0.505771838,-0.419859955,-0.151563791,-0.467230517,1.204796184,-0.707567264,0.261099666,-0.453681265,-0.787698423,-0.967393597,-0.419888867,-1.595638408
BHS1789,Severe_SM,-0.943590995,-0.017996064,-0.718835214,0.931993418,1.160451758,0.088885142,0.497144066,-0.829184777,0.627162517,-0.643561116,1.156229511,1.12712921,-0.738885575,-1.287952122,-0.197981361,0.712371999,-1.159580643,1.677040409,1.125577824,0.121634957,0.796458833,0.51824921,-0.299073372,-0.842510499,-1.017167346,-0.123209024,-0.695787568,-1.506909014,-0.305741326,-1.104287965,0.716377255,-0.266320755,0.304360556,0.457995699,-0.170564988,0.88406034,-1.201525134,-0.9013955,1.442938186,-0.1179928,-0.46095854,-0.784233187,1.027973491,0.102947301,-0.340936221,-0.068399514,-0.83838382,-1.329380492,-0.228116846,-1.374365242
BHS1790,Severe_SM,-0.562527312,-0.755721926,-1.060554202,0.009928416,0.872067417,-0.153635785,0.55379197,-0.468315264,0.395406062,-1.347301275,0.032655213,0.52251849,-0.075327503,-0.525889511,-0.604901713,0.722013055,0.025266412,-0.337842353,-0.205694043,-0.871647704,1.044134765,0.448698895,-0.481068606,-0.198069293,0.398128382,-0.673506473,-0.505773365,-1.720511137,0.703098879,-0.225390479,1.64463466,0.266224097,-1.022269168,-0.29365106,0.128633842,0.799364415,-1.101085436,-0.6400608,-1.308262399,1.296413366,-1.015489976,-0.961635972,1.105145023,0.220014525,-0.959111828,-2.641421488,-0.001883151,-0.108060906,-1.925419901,-0.672886027
BHS1791,Severe_SM,-0.076357726,0.576750358,-0.303398964,0.806036177,1.389082935,0.293034544,1.109359813,-0.548600162,0.944147447,-0.440492641,1.223866955,0.491208999,-0.784745017,-1.644718459,-0.660651074,0.448417329,-0.183439263,-0.175997723,-0.33079359,-0.41933251,1.529743673,1.085547722,-1.904895511,-0.076249946,0.480277608,-0.510990141,0.44361556,-1.506909014,0.77676112,-0.764307307,0.929958507,0.107763025,-0.46676943,-0.260811809,-0.426904995,0.994342689,-0.797189001,0.145539747,-0.448977739,0.570072883,-0.647800161,-0.981256614,1.292590772,0.243290169,-0.624145888,-0.587674315,-0.889752636,-1.292549906,-1.482367982,-1.320515721
