Sample Number,Group,2-Oxoisocaproate,3-Hydroxybutyrate,3-Methyl-2-oxovalerate,Acetate,Acetone,Alanine,Allantoin,Arginine,Asparagine,Aspartate,Betaine,Carnitine,Choline,Creatine,Creatine phosphate,Creatinine,Cysteine,Dimethyl sulfone,Dimethylamine,Formate,Fructose,Glucose,Glutamate,Glutamine,Glycerol,Glycine,Hippurate,Histidine,Inosine,Isoleucine,Lactate,Leucine,Lysine,Malonate,Methionine,O-Acetylcarnitine,Phenylalanine,Proline,Propionate,Pyruvate,Sarcosine,Serine,Succinate,Threonine,Thymine,Trimethylamine N-oxide,Tryptophan,Tyrosine,Urea,Valine
BHS1567,Early_SM,-0.943590995,0.023556064,-0.89075693,0.388990242,-1.857457874,-0.020759165,1.060186859,-0.383360457,0.205945211,-0.208794636,-0.609432301,1.105614599,-0.627473481,-2.014766505,2.240102881,-1.152481885,0.363435951,0.437212066,0.346494744,-1.800643791,-0.198323924,-0.129199775,-0.655412075,-0.790903991,-0.839377895,-1.064403142,1.084652691,-1.192678528,-0.066855305,-0.25480167,0.372591824,-0.125944404,0.178978129,-0.594865889,0.306683921,0.921464245,-1.304826744,-0.82318971,0.805775431,-0.054678751,-0.207928877,-0.7681221,0.394532165,0.070778709,-2.778698271,1.983316848,0.184647619,-0.403108731,-0.826167992,-0.054487039
BHS1568,Early_SM,-0.673269623,0.547909776,0.048147934,0.713084597,0.003199837,-1.152991583,-1.045447888,-0.948913769,0.302772127,-0.392316988,-0.225350496,0.404389237,-0.458096767,-0.290519241,-0.481251765,-0.438763321,-1.713265431,0.328291184,0.047291845,0.548221608,-1.657692401,-0.395304889,-0.701067734,-0.790903991,-1.050764289,-1.049542831,0.361770149,-0.00855841,-1.551552928,-1.165755985,-1.848660983,-0.807691218,-1.431405277,-0.496298788,-0.309080863,0.255888968,-1.283929619,0.020991368,1.688931808,-0.47898201,-0.688553519,-0.868969415,-0.875189748,-0.649950746,-2.397217791,1.097909451,-0.450612505,-1.697773957,-0.943034472,-1.027271738
BHS1569,Early_SM,-0.975662524,0.517199302,-1.125557558,0.50566141,0.420644759,0.611736337,1.194797183,-1.777302443,0.165953211,-0.392316988,0.576828508,0.562258134,0.545790095,0.279665593,-0.430787453,0.038981365,0.382368511,0.315676596,0.749147733,-0.580586841,0.303874957,0.86626986,-0.178859325,-0.40764038,-0.047857229,-0.378254955,1.563465249,-0.622120106,0.428482957,0.349059775,0.571600379,0.500808163,0.417037937,-0.809969218,0.16319372,0.906582032,-0.102907313,0.241557081,0.466620093,0.650695354,-0.393026746,-0.752268801,0.296089641,0.324277162,-1.435892595,2.324819317,-0.112721401,0.216379276,-0.420823501,0.818718353
BHS1570,Early_SM,-1.231430997,1.077316798,-0.997344272,0.351157365,0.539397198,-0.442491696,1.535190614,-0.483009331,0.95813122,0.305586979,1.785991142,0.65281558,1.1339881,1.344592275,0.18045533,-0.769337099,-0.308447564,1.551088053,0.889571879,-0.901678096,1.286876429,1.574034303,-0.647887169,-0.944222233,0.023624827,-0.110096425,1.416095922,-1.073049621,0.513303789,0.156132683,0.445743464,0.762618982,0.394860668,-0.809969218,-0.078789908,0.393545604,-0.889449482,0.150649041,0.556833335,0.702169484,-0.237037293,-0.800610586,-2.146237757,0.887863796,-0.713784456,2.156714364,-0.512561774,-0.288065027,-0.174701011,0.294800181
BHS1574,Early_SM,0.917036395,0.48784716,0.950667202,0.59194418,0.337705141,0.201574793,1.203805591,-1.251761877,0.594372455,-1.277160521,-0.181901868,0.427502885,-0.184673128,0.568721533,1.224812766,-0.976796128,-1.377266954,0.027417413,-0.484315573,0.577599142,-0.929104513,0.226571465,-0.977745172,-0.747019834,0.214578605,1.387875005,-0.22655824,-1.297724255,-0.083151943,1.069823347,-0.286404426,0.885672277,1.295327015,-1.137819758,1.376863341,0.449902689,0.158251717,-0.245522873,-0.666454649,-0.030614003,-0.360324353,-0.706176303,-1.825007457,0.967726356,0.000268184,-0.7190379,1.042572711,0.178840398,-0.319018797,1.703142997
BHS1575,Early_SM,-0.368111977,-1.043766057,0.008299719,-0.367074924,-0.710563916,-0.710934321,-0.44033812,-0.667423361,-2.644367666,-1.383160803,0.002568784,-0.010632612,-0.357297848,-0.933587997,-0.515709975,-0.62885664,0.079926715,-0.512253094,-0.52979952,0.193395173,-0.195696209,0.733786295,-2.009027097,-0.98105683,0.702266818,-0.372974686,-0.445081055,-0.236237792,0.248473479,-1.440360364,-0.552533602,-1.176218973,-1.577178956,-1.010193169,-0.736619312,-0.003202283,-2.231003308,-0.746430027,0.737690677,0.772274557,-1.450554069,-0.817263247,-0.922259836,-0.098301045,-2.397217791,-1.627573689,-2.711527716,-0.21784707,-1.10203367,-2.077265507
BHS1579,Early_SM,0.792116836,0.34229447,1.461936975,0.448695919,0.420644759,0.776531847,1.769971796,-0.316434751,0.635282108,0.042449491,-1.610118466,1.239121943,-0.584141833,1.698491287,0.714308835,0.797893709,-0.373688674,-0.67661262,-0.623086966,0.4574446,-0.396435125,0.149300604,0.111234892,-0.373439201,0.565281532,-0.051668067,0.567158529,-0.282676759,-0.019558755,0.915121864,-0.839574549,0.509544641,-0.063582987,-1.17891719,0.960845209,1.616570146,1.291151673,0.823271111,0.344449579,-0.147585729,-1.606543521,-0.834200583,-0.922259836,1.234660098,-0.624145888,-1.14343182,1.538301801,0.745462966,-0.338619884,0.673190684
BHS1580,Early_SM,1.513273259,-0.050455823,1.685151947,0.333540606,0.827553258,1.027927976,1.61055349,-0.444175232,-0.306424507,-0.670205121,0.157201675,1.183694107,-0.478707371,1.043785235,1.855135906,-0.689909387,-0.400330458,-0.504865633,1.555136435,0.843706932,-0.256222228,0.096100022,-0.647887169,-1.154700464,0.658348177,1.259953458,0.212012324,-1.506909014,-1.955544445,1.588487397,0.51093989,1.301318308,1.682351789,-0.841102336,1.439844762,0.45915113,0.335813888,-0.118291157,-0.107794244,0.470937756,-0.124256027,-0.606297995,-0.741651168,0.285811749,-0.497390378,-0.11032983,1.389607957,0.228812449,-0.108484039,1.69923624
BHS1717,Early_SM,1.535312751,0.899213255,1.073845598,0.064811172,0.434164984,0.871461614,0.914982138,0.125103671,0.104527661,-0.984801346,-0.08749971,0.005508558,0.276406375,0.745941927,2.811226683,-0.829438723,0.079926715,-0.181904726,-1.446518462,-0.82742018,-0.573188956,-0.842269514,-0.488083724,-1.095141265,0.194163987,0.233126587,1.658815027,-0.903330054,0.374309962,0.526802946,-0.369735709,1.856663207,0.37997808,-4.151659296,1.325075553,0.575836609,1.743140478,0.125039452,-0.511824344,0.394795668,-0.266799886,-0.479096647,-0.970735207,-0.198790786,-1.242321495,-0.367057911,1.104354543,0.635172773,-0.771593845,0.520752386
BHS1714,Early_SM,1.286675081,-1.244850269,0.629443299,-1.072308996,-0.926542059,3.558914681,2.610516966,-0.742892892,-1.069534006,2.90749052,0.036177311,1.010394657,0.164084543,0.682166807,1.211716455,0.846525229,-1.067261902,0.150510226,-0.028102354,-1.026456832,-0.719360467,-0.494815341,1.328925078,-0.837204979,1.088832276,2.427768164,-0.368719541,-1.006577919,-4.648817702,2.007572581,0.393354309,2.484163113,1.567331915,0.056136103,2.285532269,0.513807593,2.410195696,1.364008027,-1.127937683,0.95662204,-1.311016749,-0.304437404,-0.579135214,-2.222287603,-0.538678097,-0.498143095,1.878143077,2.161777956,0.4419908,2.223445898
BHS1732,Early_SM,0.691846119,-0.580890334,0.395689882,-7.965818152,-2.01827137,1.59806129,1.715059112,-0.522994236,0.386321082,-0.253368152,0.621555928,1.204610328,0.44413991,-1.010909283,-1.780869379,-0.036990724,0.519448569,-0.223930249,-0.79436013,-0.193876545,0.340614993,2.398273859,0.493920972,-0.842510499,1.407365497,2.559661615,0.11353317,-0.92328529,0.855940475,-0.202046043,-0.950433031,0.696781271,1.401083926,-2.189815927,0.686107731,0.702924924,0.739078138,0.686426888,-0.689532335,-1.397167731,-0.647800161,-1.042563385,-2.547090222,-0.317668178,-1.012368491,-0.806543473,1.55648702,0.115462169,-1.40361122,0.808416625
BHS1196,Early_SM,0.113125721,1.611493116,-0.136893669,0.982826729,-0.75673564,0.165311203,-0.327137599,1.302525649,0.395406062,-0.275971295,1.373073548,0.381080206,-0.16614442,1.499190785,-0.818492127,0.268876099,0.014171315,0.5130023,-0.246765195,0.869124374,1.635781589,1.225453384,1.850522347,1.067292198,1.506664129,0.270155467,0.118111279,0.804440728,1.233809882,0.017422198,1.8791119,0.615657127,-0.579913851,0.801909779,-0.901048333,1.281895857,-0.178919348,0.896442649,-0.598746122,1.239082142,1.561633777,0.985630968,-0.720424665,0.902190522,0.932531935,-0.235197842,0.119072917,-0.35235947,1.051902305,0.169277723
BHS1197,Early_SM,-0.659134935,0.386449217,-0.832004618,0.394051831,-2.698904874,0.432142707,-0.636931432,0.88293177,0.699152812,1.993803488,0.270772625,0.146678596,0.429306975,-0.625702935,-0.098977248,-0.251027403,0.101420239,0.827766799,0.363121478,0.075459511,0.723440927,-0.400324109,0.279916387,1.451957852,0.530582974,-0.683070973,0.614607112,-0.16976609,0.928574833,0.353989743,0.054153907,0.213093585,1.000165888,1.066687819,-0.86337479,-0.42090171,-0.163588918,0.659411817,-0.809002268,-0.468161738,1.840405667,0.367212614,-0.06907338,0.004849145,1.479721178,-0.0529827,-1.157529997,1.88756204,0.483216654,0.494311158
BHS1198,Early_SM,0.143257664,-0.601131117,-0.147625373,-0.573656641,-1.223525003,-0.993508478,-0.16392062,1.708309747,0.358832357,1.212395613,-0.126053512,0.553476464,-0.203327456,-0.689890366,0.192168521,-0.461314403,0.554620249,0.460361159,-0.373790029,0.329716406,0.772107217,0.34595717,0.02785541,1.210387176,0.882326264,-1.90821961,0.339256997,0.828253418,1.252260359,0.176972023,0.403074222,0.738064805,0.60913701,1.108746788,-1.566879373,1.237670452,0.08757421,-0.129201285,-0.039137242,0.441513641,1.208095703,0.800620131,-0.312339207,-0.529713943,1.600900884,0.307308673,-0.671990732,0.951960607,0.424764096,-0.027600329
BHS1199,Early_SM,-0.673269623,-0.258113683,-0.05280296,0.537736208,0.793557954,0.185656617,-0.874864999,-0.425169399,0.922998909,0.873026402,-0.898174238,0.486707052,-0.951553833,-0.779547045,0.272064937,0.023333998,0.363435951,0.700072178,-0.871157192,1.237640075,1.672052628,1.571562554,-0.006331262,1.229624797,0.403388189,0.067122637,-0.965204625,0.59486592,0.109801454,0.407745885,0.844920723,-1.504462464,1.224389343,1.299394995,-0.143929913,-0.642002003,-1.454579528,0.241557081,-0.271269749,-0.506172539,0.270189842,0.71857521,0.837614761,0.506248959,-0.063090722,-0.254155993,0.990311314,1.683465813,0.553930734,-2.115513904
BHS1200,Early_SM,2.251711647,1.146836295,1.59644869,0.579618542,-0.046687169,0.207348588,1.312696816,1.933955169,1.905426918,0.743317553,-0.286741858,1.105614599,-1.404511669,0.902449043,-0.031496036,-0.510849453,0.363435951,0.716250115,0.476777827,2.414414176,-0.28818859,1.565858089,1.322364108,1.463695052,0.762898705,1.346463396,-0.609923451,1.548821127,0.357444925,2.166143206,-1.605964477,1.188912491,0.13862159,0.980167847,0.585874702,-0.94202285,2.046537097,0.857865488,1.037631216,-0.309559061,0.766426212,0.963612061,-0.279862037,1.062177636,0.951184138,0.718702065,1.520029362,1.605728469,3.284920037,2.084344586
BHS1201,Early_SM,1.29276984,-2.383391719,1.009841027,-0.788305015,1.22693365,-0.893499438,-0.920835557,1.096045041,-0.160492295,0.28772462,-0.802174051,-1.199737071,0.473568028,-0.996432989,-0.969149759,-0.577068147,0.809840434,-0.254699535,-1.321418915,0.362410896,0.085671054,0.346318099,0.315275286,1.060121287,0.7920116,-0.725456301,-1.039330828,0.667045738,0.854249898,-1.577811977,-1.602085589,-0.882773091,0.039335901,-0.047700018,-1.906678022,-1.270771103,-0.92702123,-0.578740613,-1.127937683,-0.66796189,0.004425662,0.038900638,-1.098659938,-0.232042095,-1.067215136,-0.845723142,-0.28526996,-0.41773052,0.97027639,-1.411917746
BHS1202,Early_SM,1.224832367,0.369534383,1.397086948,-0.072079274,-0.432253398,0.345032471,0.386408897,1.587539511,1.201594393,2.490586399,0.808835521,-0.834648341,0.012587413,-0.15585379,-0.227313302,0.216908108,0.246326681,0.877631295,-0.10562061,0.752148782,1.040179212,1.411083116,0.521668439,1.100147003,1.283986188,-0.536656661,-0.281164788,0.780148876,1.120999356,-0.506239752,0.95767382,0.225662626,0.43904172,1.034145793,-0.939413171,0.214853398,-0.815454235,1.749607211,0.214503417,0.841070538,0.508304174,2.352356845,0.415620829,0.939901667,0.391454054,-0.47232612,-0.787698423,0.651916243,0.728715211,-0.034300928
BHS1203,Early_SM,-0.687490762,-0.930075215,-1.520333838,-0.161653195,-0.780195211,0.155102148,-0.73241251,0.962841889,-0.357367621,0.873026402,-0.97555661,-2.211871766,0.292084496,-1.448960541,-0.140733105,-0.328823222,0.363435951,0.006732227,0.412407263,-0.110276474,0.504366225,0.141130709,0.778567846,0.982406772,0.201510749,0.925111021,-0.309010787,0.661644099,0.911189613,0.289327201,0.411364412,0.171951432,-1.577178956,0.916387172,-1.846070154,-1.291798793,-0.742938993,0.047248895,0.123039469,0.21525177,0.229436484,0.362118464,0.446749022,0.336936575,0.692553115,-0.615646978,-1.735576787,0.777951474,0.223215406,0.084221028
BHS1204,Early_SM,-0.343376116,-0.824876368,-0.169240766,0.065587254,-1.166416729,0.679450835,-1.127137169,1.323345993,0.594372455,0.101331833,-0.594560708,-1.062038819,-0.147739651,-0.06039768,-0.058181382,-0.710579714,-0.386969683,-0.046287709,0.492637906,-0.337539853,0.591162821,-0.677734861,1.418929928,1.256365434,1.013832692,1.181670821,-0.496556766,0.750338367,1.025349333,0.673270563,0.096955578,0.538520419,0.489724217,0.70173997,-0.844789556,0.1086368,0.186141402,1.11662328,-0.57666641,0.161003429,0.695586887,1.175758505,-0.741651168,0.777017403,-0.713784456,-0.311035411,-1.485664513,1.177399232,0.169647076,0.290761561
BHS1205,Early_SM,1.987399484,0.386449217,1.901769612,0.212269196,0.926455957,0.432142707,-0.066473602,0.863100672,0.073140648,1.331057589,0.117910909,0.427502885,-1.129131753,0.2064345,-0.098977248,0.472337236,-0.400330458,0.516691402,-0.066588522,0.991639869,0.256187151,1.05815755,0.54909635,1.31604835,1.427384312,-0.867731745,0.285063031,0.945031641,0.94205442,-0.393521762,-0.899594236,0.178310384,-0.665156813,0.750086928,-2.001016959,-0.550767744,0.890898503,1.184843396,0.107389174,-0.468161738,0.636054185,0.977431114,-0.216793748,-0.335241496,0.627319297,-0.044064591,1.565547181,1.038663353,1.106817745,0.025506918
BHS1206,Early_SM,-0.24698308,-1.511220447,0.52759477,-0.326399274,1.380385572,-0.721671557,1.277820863,-0.483009331,-0.58852342,-2.045205242,1.29868416,-4.592559867,-3.716612738,-0.755541385,2.784339168,-4.600539886,5.608656333,-5.445627528,-1.897491314,0.094056104,0.442241346,0.605011592,-2.049280967,-1.457949232,1.235780398,0.437200228,0.07187406,-0.076454613,1.046364424,-1.308326995,0.350630902,-2.01482365,-2.366493258,-0.730696852,-0.88212671,-1.090383084,-1.411158155,-0.29070755,-1.686921322,0.373362798,-2.701379779,-0.455504817,-2.047795233,-1.467407325,-0.80802184,0.246216786,-1.911783735,0.772555463,0.554110549,-1.313847593
BHS1207,Early_SM,1.358778502,-1.255770234,0.930598041,-0.421918931,0.577579811,0.616983313,0.323374501,0.216108382,0.293284264,0.743317553,0.540616988,-0.893476002,-0.184673128,-0.299573742,-0.227313302,0.115850072,1.605618337,0.112227677,-0.923572417,-0.237006138,1.395881637,0.755234386,0.295134526,1.119467394,1.468188354,1.870206906,-0.600238571,0.80924099,1.265961618,-0.260715022,0.596048682,-0.933674184,-0.937576244,1.034145793,-0.60058272,-1.422557946,-0.028456211,1.1568884,-1.099372833,0.096687334,0.348117001,1.590147797,-0.579135214,2.044257696,0.120785229,-1.049061949,-0.671990732,2.313877515,0.189580304,0.114247856
BHS1208,Early_SM,1.255959324,-0.957517407,1.244093674,-0.180096333,1.000380011,0.298686464,-1.354385465,-0.754887564,-1.142686763,1.022538327,-0.18377941,-0.713657284,0.414393645,1.174433573,-0.183495223,-0.689909387,1.605618337,0.389793651,-0.845319293,0.90666275,0.576984755,0.871735047,-0.716482872,1.166643657,1.232634033,1.811854566,-0.460090231,0.755358184,0.753245906,-1.85179947,-0.702534273,-4.251239949,0.281273129,0.556937116,0.230645539,-0.673310212,-1.454579528,-1.229840958,-0.666454649,0.142741682,0.620743267,1.646205663,-0.186155021,2.044257696,0.391454054,-0.585828496,-0.77095204,1.692008515,0.679146179,-0.907678677
BHS1209,Early_SM,1.914015909,-1.971336668,0.806345117,-1.051096883,1.791940006,0.616983313,-1.315269459,0.017356181,-1.142686763,1.466071779,0.894637881,0.177091867,0.276406375,0.62189011,0.442211171,-0.522414483,1.605618337,0.072924141,-0.552826567,0.465166569,2.003019964,0.795462923,-0.344938378,0.780822577,1.105132911,1.331086788,-1.729011923,0.755358184,1.312610768,-1.260125974,1.236239306,-0.770705399,0.833752266,1.535415393,0.230645539,-0.170440447,-0.725034555,0.196351902,-0.143008108,1.755189056,0.42171258,1.530727086,-0.186155021,2.044257696,2.089926159,-0.188156615,1.155084935,1.427228205,1.005122683,-1.559481466
BHS1210,Early_SM,0.528610756,-1.971336668,0.018326932,-0.234864761,1.101799832,0.616983313,-0.59654665,0.017356181,0.293284264,1.466071779,-0.394926099,-0.348936031,-1.492802756,-0.458023398,0.442211171,0.786180872,1.605618337,0.097611406,0.102512081,0.663260385,-0.321672519,-0.861798295,-0.708762831,1.215468292,0.811235717,1.846405171,-0.740075238,0.755358184,0.143440514,-1.260125974,0.650127349,-2.323235222,-0.937576244,1.034145793,-0.411808719,-1.871756695,-0.028456211,-0.251144135,-0.290268523,-0.217574535,0.766426212,1.530727086,-0.263863836,2.044257696,1.493587101,0.110033742,0.325058007,0.228812449,1.09367033,-0.73068849
BHS1211,Early_SM,0.799653793,0.31827928,0.659891782,0.18334193,0.434164984,0.353405415,-1.882361937,-1.360496526,0.293284264,0.743317553,-0.622231487,2.027239287,-0.184673128,2.192708484,-0.227313302,0.251667402,0.069101572,-0.057124487,0.601170355,0.279664125,-0.739385335,0.085397976,0.576211982,1.202473651,0.313719663,0.531669263,-0.03358589,0.966249485,0.374309962,0.868973302,-0.766936989,-0.305861568,0.616005884,0.651360539,0.327910754,0.315985874,-0.058053447,-0.080329941,-0.935897328,-0.58896928,0.766426212,1.475847358,0.142451808,2.061672376,0.120785229,0.340819349,-0.043070537,1.268809755,0.778402058,0.655203508
BHS1212,Early_SM,2.093306929,-0.128076213,1.843873839,-0.368601501,-0.687841309,0.6600274,-0.493270502,0.519561192,-0.545873974,-0.751971315,-0.496362492,-0.300558615,-2.205741066,1.115403546,-1.517491841,0.115850072,-0.183439263,0.815784657,0.492637906,1.032828807,-1.103135789,0.966177263,0.010823414,1.22871863,0.621511785,-0.062955833,-1.305744442,1.039686841,0.12195085,2.174736404,-1.486396826,1.405879176,0.162904928,0.440079705,0.033579971,-1.014901294,0.466717682,0.369450883,-1.725097265,-0.021031943,1.40942287,1.290209833,-1.04627461,-2.177518246,0.73479006,-0.56567789,1.819335795,0.65748148,2.061406496,2.186713592
BHS1213,Early_SM,0.459966686,0.473075559,1.202702864,0.223905838,-1.083477111,0.597273931,-0.231542132,1.180455806,0.073140648,0.698464562,1.119341233,-0.435694172,-0.057518362,-0.620629226,-0.604901713,0.397193013,0.83305347,-0.384633434,-0.41746898,0.210945191,1.784537332,0.607128788,0.961249042,1.201537733,1.350360432,-0.095401065,0.367868378,0.750338367,1.190657285,-0.904785462,1.3046462,0.535632874,-0.675996143,0.954591447,-0.266554141,-0.406952712,-1.022690138,0.078540259,0.043560432,1.482380325,0.2901057,0.999148368,0.053279363,-0.063324195,0.671064844,0.114595368,-0.855429916,0.03150166,0.360110809,-0.173670265
BHS1214,Early_SM,1.237333198,0.627426394,1.080148806,0.176480001,0.323568354,0.207348588,-1.185701412,1.365299377,1.905426918,0.743317553,0.356727189,0.09523229,-0.260061482,0.902449043,-0.031496036,0.55566426,0.363435951,-0.279786018,0.192152454,0.843706932,0.416901744,0.465117326,1.367915809,1.379388296,0.555395221,0.961845561,-0.011578742,0.940742953,0.941024206,0.407745885,0.301863764,-0.795322124,1.92082952,0.812540072,-0.224875185,-2.234921905,-0.256559172,0.165939302,-0.143008108,0.941914236,0.910095765,0.963612061,0.296089641,0.491700272,0.441111839,0.533940793,0.567802271,1.362773693,0.522865189,0.516988374
BHS1215,Early_SM,0.902683578,-0.580890334,0.058002636,-0.934489602,-1.312108288,0.185656617,-1.980373687,0.686800632,-0.357367621,0.873026402,0.543649424,-0.492944159,0.725149501,-0.50633542,-0.903010102,-0.233663262,0.363435951,0.219715205,-0.086035359,0.4574446,2.395991305,1.902396475,1.069608574,1.106985945,1.115588608,0.067122637,-2.565430799,0.661644099,1.322022154,-0.302403367,1.406055466,-0.622364889,1.224389343,0.916387172,0.317324275,-1.40019514,-1.181213365,0.221526638,-0.784542652,2.036656913,0.385425937,0.71857521,0.70292168,0.32109977,0.287920963,-1.532463756,-0.404802781,1.713283844,0.868295073,-0.823677159
BHS1216,Early_SM,2.009864866,-1.974712913,1.765887033,-0.734917751,-0.951922339,-0.169357472,-0.61597348,0.879347726,-0.357367621,0.873026402,-1.016120064,-0.473728458,-1.911968684,0.758529177,-0.568685313,-0.209544673,0.363435951,-0.418989192,-0.950159253,0.791895436,-0.882327412,1.260499349,-1.350634841,1.172964582,0.453777984,0.138105939,-2.274170036,1.276178185,0.452756446,0.744170841,-1.525247242,0.088290754,-0.913839373,0.59242863,-0.901048333,-1.610527594,1.239576959,-0.62156945,-1.127937683,-0.561163111,0.738543506,0.213631365,-0.763158824,-0.051799645,0.233881003,-0.934423733,1.985005206,0.601468852,1.910772106,0.685722017
BHS1217,Early_SM,1.876436926,-1.201517632,1.601467782,-1.005701964,0.323568354,0.244689766,-2.290765652,-0.650590812,0.293284264,0.743317553,-0.131597148,-1.842168493,-0.807964587,0.034015005,-0.227313302,-0.794926766,0.069101572,-0.439993756,-0.395542839,0.592129774,0.559822076,0.711823655,0.89535758,1.15236954,0.684178071,1.158661478,-2.846590798,0.283261434,0.599369562,0.289327201,-1.020165293,-0.044168415,0.13862159,0.160838622,-1.274661602,-1.711178304,-1.610785155,-0.353650608,0.344449579,0.373362798,0.766426212,0.963612061,-0.638189152,2.101291572,0.120785229,-0.270393172,0.119072917,-0.337980031,1.126129971,-0.043256869
BHS1220,Early_SM,0.307000387,-0.29914634,0.182399741,0.347909624,1.37165321,0.207348588,-2.534432525,1.365299377,1.83258551,1.530816399,0.617109634,1.7538408,0.725149501,0.911395696,1.338523391,0.688113424,0.363435951,0.037652143,0.957185013,0.856455492,2.072961567,0.760561967,0.625136086,1.087909388,0.071093289,-0.411875937,-0.454073662,1.06320572,-0.104300474,0.407745885,0.706193706,0.759898649,1.92082952,1.299394995,1.618148059,0.584551118,0.116010758,0.241557081,0.199541053,-0.873186771,0.934622014,0.963612061,1.316827108,1.064373084,0.73479006,0.229481888,0.079179399,0.820853149,0.376136239,0.516988374
BHS1221,Early_SM,1.631984139,1.171037262,1.214605305,0.478631255,1.855872298,1.101142992,-1.56201718,0.984593251,0.880064163,0.816247203,-0.970816175,0.182128292,0.02983827,0.662755527,0.705588709,-0.514698809,-1.440528916,-0.852272093,0.916816816,1.107170531,0.214876853,-0.330281642,1.282614135,1.316865176,0.746847935,-0.494585413,-1.243547465,1.256494092,0.306994451,0.269177287,-0.584513533,0.213093585,-3.497099682,1.023099101,-1.058921415,-0.097140656,0.000901368,0.934664618,0.976962789,0.201764385,1.116016802,1.086478283,0.296089641,-1.346868995,0.287920963,-0.311035411,0.025329794,1.043704042,0.505116822,1.233059282
BHS1218,Early_SM,2.643854056,-1.124357176,2.591490094,-0.688846185,0.407039767,1.280009799,-0.457436796,1.343849967,0.368034563,1.993803488,0.500946592,1.661242231,-0.039823749,2.474241097,0.369770826,1.077031588,0.246326681,0.531356152,0.428641623,1.279328216,0.759806527,2.125802749,0.58070139,1.241316951,1.554792008,0.306810991,-1.993290693,1.431677749,0.644599688,1.799783469,-1.047227621,1.27768213,0.43904172,1.301156285,0.16319372,0.255888968,2.16917476,1.749607211,0.027286613,2.199954469,0.846716226,1.790317808,0.191291711,0.784601054,0.755549899,-0.190964616,2.281212104,1.454529108,2.105794903,2.122259925
BHS1222,Early_SM,-1.177976941,-4.229362735,-1.540001037,-2.287617593,-2.816230158,-3.38193033,-1.789588375,-0.835564892,-2.430238136,-2.763224567,-2.820698666,-4.592559867,-4.313866329,-1.982046506,1.326242774,-4.227021202,5.629250135,-5.941518718,-2.092730349,-0.93216009,-1.201499185,-1.741463545,-1.674430947,-1.642833943,-0.27471654,-1.218664674,-2.267025999,0.099627148,-0.071272541,-2.47782243,-3.796102973,-2.360506336,-3.911025069,-1.151362927,-2.06636056,-2.336378129,-0.483235557,-2.323268605,-2.631762092,-3.555805132,-2.905533799,-0.736665171,-3.271773154,-2.621786707,-2.180823712,-1.799981999,-2.521676531,-1.385286171,-0.829108034,-2.453320181
BHS1223,Early_SM,-0.054525181,0.625854142,-0.022047939,0.259690519,1.432054422,0.584083789,-2.065763227,2.018319627,2.451554506,1.466071779,-0.84983451,1.058415624,-0.057518362,0.316509716,0.442211171,0.47498161,1.605618337,0.909020184,1.100332545,0.738724797,1.482212348,0.389887569,2.53238296,1.290324995,0.062319833,-1.124459371,0.627200381,1.259797143,-0.151247316,-0.338553859,1.117826634,1.512067529,0.833752266,1.127202275,1.210573431,0.306087657,1.761178532,2.494883094,0.107389174,-0.083765481,2.155408962,2.498017851,1.04228023,2.044257696,3.674913114,-0.346577298,0.184647619,2.891177729,3.419043293,0.477197512
BHS1219,Early_SM,1.502174675,-1.984861799,1.352810892,-0.788305015,0.958446549,-0.592828349,-0.636931432,1.189041573,0.062575147,0.042449491,-0.153862743,-0.373446788,-1.051619507,0.424295062,-0.969149759,0.045214309,0.809840434,-0.43295892,-0.79436013,0.791895436,0.021679052,0.830581941,-0.148207285,1.060121287,1.002086392,0.21970332,-1.474703424,1.035722094,0.984849152,-0.480861501,-0.661749586,-0.122501307,-0.436685694,0.273829835,-1.489907795,-0.580743643,0.200006204,0.201399077,-0.428451401,-0.594555786,0.32906085,0.367212614,-0.995526595,1.075314375,-0.857017442,0.000954095,0.591247244,0.544640874,0.88183532,-0.398523377
BHS1224,Early_SM,-0.673269623,-1.640390349,-1.209494221,-0.265592617,0.420644759,-0.169357472,-1.667621035,-0.528076697,-0.357367621,0.873026402,-1.604403586,-0.544850483,-0.716239334,-1.513897715,-0.568685313,-0.636915496,0.363435951,0.353200992,-0.871157192,0.3379396,0.92573338,-0.510655294,0.315275286,1.082532629,0.201510749,-0.896054925,-0.060801024,0.661644099,0.749479876,-1.165755985,-0.121103452,-0.626298055,-0.913839373,0.916387172,-0.309080863,-2.302015332,-0.689488768,-0.62156945,0.027286613,-1.260696576,0.55766565,0.71857521,-0.69947206,-0.655120672,-0.538678097,-0.13851977,-1.735576787,0.601468852,0.418855092,-0.960945009
BHS1581,Early_SM,0.570506466,1.667525669,0.712221961,0.968341241,0.323568354,-0.208915971,-0.39996136,-1.072664368,-2.235603135,0.177645984,0.093770023,-0.005241717,0.545790095,0.665999842,-0.272240817,-1.388677001,0.079926715,1.435250593,-0.10562061,2.209992317,-0.20359091,0.584327397,-0.105946571,-0.811168157,-4.015112141,1.569633231,0.161111907,0.198910266,0.222726942,0.233620635,0.322173921,0.748997583,0.475336449,-0.594865889,-0.11762988,0.20446878,-0.44997256,-0.9013955,0.581893202,0.779982301,-1.378948542,-0.676597687,-0.263863836,0.588609269,-1.012368491,-0.216484075,-0.889752636,-0.074376373,0.484526166,-0.012019767
